2022-04-04 21:31:07,337 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/huynhanh/IdeaProjects/distributedsystem/apache-activemq-5.17.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2022-04-04 21:31:07,764 | INFO  | PListStore:[/Users/huynhanh/IdeaProjects/distributedsystem/apache-activemq-5.17.0/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2022-04-04 21:31:07,945 | INFO  | Apache ActiveMQ 5.17.0 (localhost, ID:MacBook-Pro-cua-Huynh.local-61109-1649082667786-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2022-04-04 21:31:07,986 | INFO  | Listening for connections at: tcp://MacBook-Pro-cua-Huynh.local:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2022-04-04 21:31:07,986 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2022-04-04 21:31:07,995 | INFO  | Listening for connections at: amqp://MacBook-Pro-cua-Huynh.local:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2022-04-04 21:31:07,995 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2022-04-04 21:31:08,001 | INFO  | Listening for connections at: stomp://MacBook-Pro-cua-Huynh.local:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2022-04-04 21:31:08,001 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2022-04-04 21:31:08,006 | INFO  | Listening for connections at: mqtt://MacBook-Pro-cua-Huynh.local:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2022-04-04 21:31:08,006 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2022-04-04 21:31:08,011 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | main
2022-04-04 21:31:08,105 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | main
2022-04-04 21:31:08,265 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@27d33393{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2022-04-04 21:31:08,318 | INFO  | Listening for connections at ws://MacBook-Pro-cua-Huynh.local:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2022-04-04 21:31:08,318 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2022-04-04 21:31:08,318 | INFO  | Apache ActiveMQ 5.17.0 (localhost, ID:MacBook-Pro-cua-Huynh.local-61109-1649082667786-0:1) started | org.apache.activemq.broker.BrokerService | main
2022-04-04 21:31:08,318 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2022-04-04 21:31:08,339 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /Users/huynhanh/IdeaProjects/distributedsystem/apache-activemq-5.17.0/data/kahadb only has 90296 mb of usable space. - resetting to maximum available disk space: 90296 mb | org.apache.activemq.broker.BrokerService | main
2022-04-04 21:31:09,497 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2022-04-04 21:31:09,498 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
